state,name,id,ncesName,ncesID
OK,Dickson School District No. 1-77,84877,Dickson School District I-77,4009910
OK,Dover Independent School District No. 2,147058,Dover School District I-2,4010050
OK,Duke School District No. 1-14,147061,Duke School District I-14,4010260
OK,Duncan School District No. 1-1,37492,Duncan School District I-1,4010290
OK,Durant School District No. 1-72,147063,Durant School District No. I-72,4010350
OK,Eagletown Independent School District No. 1-13,147064,Eagletown Public Schools I-13,4010440
OK,Elgin School District No. 1-16,190790,Elgin School District No. I-16,4010710
OK,Elmore City-Pernell School District No. 1-072,1239226,Elmore City-Pernell School District I-72,4010860
OK,Eufaula Independent School District No. 1,84883,Eufaula School District I-1,4011160
OK,Fairland School District No. 1-31,147079,Fairland School District I-31,4011250
OK,Fargo-Gage Independent School District No. 02,147083,Fargo-Gage School District I-2,4011430
OK,Felt School District No. 1-10,147084,Felt School District I-10,4011580
OK,Five Star Interlocal Cooperative,48680,,NA
OK,Fletcher School District No. 1-009,147085,Fletcher School District I- 9,4011700
OK,Forgan School District No. 1-123,147088,Forgan School District I-123,4011880
OK,Fort Cobb-Broxton School District No. 1-167,147089,Fort Cobb-Broxton Public Schools I-167,4033602
OK,Fort Supply School District No. 1-005,147091,Fort Supply School District I-5,4012000
OK,Foyil School District Number 1-7,147095,Foyil Public School District I-7,4012090
OK,Francis Tuttle Technology Center School District No. 21,37456,,NA
OK,Frederick Public School District No. 1-158,37494,Frederick Public School District I-158,4012150
OK,Gans School District No. 1-4,147101,Gans Public School District I-4,4012390
OK,Geary Independent School District No. 80,227699,Geary School District I-80,4012570
OK,Geronimo Independent School District No. 1-4,147113,Geronimo School District I-4,4012630
OK,Glencoe School District No. 60-1101,148680,Glencoe School District I-101,4012690
OK,Goodwell Independent School District No. 1-60,147117,Goodwell School District I-60,4012870
OK,Gore School District No. 1-6,291023,Gore School District No. I-6,4012900
OK,Gracemont Independent School District No. 86,147119,Gracemont School District I-86,4013080
OK,Grandfield School District No. 1-249,147128,Grandfield School District I-249,4013200
OK,Grandview School District No. Co34,37384,Grand View School District No. CO34,4013260
OK,Granite Independent School District No. 3,147130,Granite School District I-3,4013290
OK,Grant County Educational Facilities Authority,149585,,NA
OK,Greasy Public School District C-32,147131,,NA
OK,Great Plains Technology Center School District No.9,103048,,NA
OK,Grove School District No. 1-2,198299,Grove School District No. I-2,4013530
OK,Haileyville School District No. 1-11,148686,Haileyville School District I-11,4013620
OK,Hammon Independent School District No. 66,147145,Hammon School District I-66,4013650
OK,Hartshome School District No. 1,227838,Hartshorne Independent School District No.I-1,4013920
OK,Haskell Independent School District No. 51-1002,190813,Haskell School District No. I-2,4013950
OK,Haworth School District No. 1-006,1239223,Haworth School District I-6,4014080
OK,Healdton School District No. 1-055,147167,Healdton School District I-55,4014130
OK,Henryetta School District No. 1-2,147171,Henryetta Public School District No. I-2,4014370
OK,Hilldale Independent School District No. 1-29,227707,,NA
OK,Hinton School District No. 1-161,147174,Hinton Public Schools I-161,4014610
OK,Hobart School District No. 1-001,190818,Hobart School District No. I-001,4014700
OK,Holdenville School District No. 1-35,168377,Holdenville School District No.I -35,4014790
OK,Hollis Independent School District No. 1-66,147179,Hollis School District I-66,4014850
OK,Hominy School District No. 1-38,147181,Hominy School District I-38,4014970
OK,Hooker School District Number 1-23,147183,Hooker School District I-23,4015090
OK,Hugo School District No. 1-39,84918,Hugo Public School District I-39,4015210
OK,Hydro-Eakly Independent School District No. 11,398901,Hydro-Eakly School District I-11,4000032
OK,Idabel School District No. 1-005,147193,Idabel Public Schools,4015370
OK,Inola School District No. 1-5,44459,Inola Public School District I-5,4015480
OK,Jay School District No. 1-1,190826,Jay School District No. I-1,4015690
OK,Jenks School District No. 1-5,84923,Jenks Public School District No. I-5,4015720
OK,Jones School District No. 1-9,37452,Jones School District I-9,4015840
OK,Keota School District No. 1-43,44104,Keota Public School District I-43,4016350
OK,Keyes School District I-11,147224,Kiefer Public School District I-18,4016500
OK,Kiamichi Technology Center No. 7,37418,,
OK,Kiefer School District No. 1-18,147229,Kiefer Public School District I-18,4016500
OK,Kingston School District No. 1-3,84929,Kingston Public School District I-3,4016590
OK,Kinta School District No. 1-13,291005,Kinta Public School District I-13,4016620
OK,Laverne School District No. 1-001,147250,Laverne Public Schools I-1,4017220
OK,Leedey Independent School District No. 3,147264,Leedey Public School District I-3,4017370
OK,LeFlore School District No. 1-016,227708,Leflore School District No. I-016,4017280
OK,Liberty School District No. 1-14,148710,Liberty School District I-14 Tulsa County,4017760
OK,Little Axe School District No. 1-70,84934,Little Axe Public School District I-70,4017880
OK,Lomega Independent School District No. 3,147278,Lomega School District I-3,4022950
OK,Lone Wolf School District No. 1-2,147281,Lone Wolf School District I-2,4018270
OK,Lookeba-Sickles School District No. 1-012,147282,Lookeba-Sickles School District No. I-012,4018390
OK,Marietta School District No. 1-16,99160,Marietta School District I-16,4018990
OK,Maud Independent School District No. 1-117,84937,Maud Independent School District No. I-117,4019290
OK,Meeker School District No. 1-95,147318,Meeker School District Number I-95,4019680
OK,Minco Independent School District No. 2,147332,Minco School District I-2,4020100
OK,Moore Norman Technology Center District 17,84944,,NA
OK,Moore School District No. 1-2,37388,Moore School District I-2,4020250
OK,Mooreland Independent School District No. 2,147337,Mooreland School District I-2,4020280
OK,Morrison School District No. 1-6,147339,Morrison School District I-6,4020340
OK,Moss School District No. 1-001,147341,Moss School District I-1,4020460
OK,Mulhall-Orlando Independent School District No. 42-1003,147345,,NA
OK,Mustang Independent School District No. 69,227877,Mustang Independent School District No.I-69,4021000
OK,Navajo Independent School District No. 1,147362,Navajo Public Schools I-1,4021180
OK,Noble School District No. 1-40,37389,Noble School District I-40,4021630
OK,North Rock Creek School District C-10,200042,,NA
OK,Nowata School District No. 1-040,148753,Nowata Public Schools I-40,4021930
OK,Oaks Mission School District Number I-5,147389,Oaks Mission Public School District I-5,4022410
OK,Okarche Independent School District No. 1-105,147391,Okarche School District I-105,4022590
OK,Okay Independent School District No. 73-1001,147392,Okay School District I-1,4022620
OK,Okeene Independent School District No. 1-9,147394,Okeene School District I-9,4022650
OK,Okemah School District No. 1-26,197304,Okemah Public School District No. I-26,4006850
OK,Okmulgee School District No. 1-1,94013,Okmulgee Public Schools I-1,4022800
OK,Olive School District No. 1-17,147454,Olive Public Schools I-17,4022860
OK,Olustee-Eldorado Independent School District No. 40,147455,Olustee-Eldorado Public Schools I-40,4000797
OK,Oologah-Talala School District No. 1-4,198305,Oologah-Talala School District No. I-4,4023040
OK,Osage County Interlocal Cooperative School District 57 K-001,37462,,NA
OK,Owasso School District No. 1-11,37499,Owasso School District I-11,4023280
OK,Paoli School District No. 1-005,147470,Paoli School District I-5,4023430
OK,Pauls Valley School District No. 1-018,225992,Pauls Valley Public Schools I-18,4023550
OK,Pawnee School District No. 1-1,281439,Pawnee School District I-1,4023610
OK,Perkins-Tryon School District No. 1-56,400225,Perkins-Tryon School District Number I-56,4023800
OK,Pioneer-Pleasant Vale School District No. 1-56,147492,Pioneer-Pleasant Vale School District I-56,4024510
OK,Plainview School District No. 1-27,147498,Plainview School District I-27,4024240
OK,Pocola School District No. 1-007,84964,Pocola School District I-7,4024630
OK,Prue School District No. 1-50,147518,Prue School District Number I-50,4025170
OK,Quapaw School District No. 1-14,37464,Quapaw Public School District I-14,4025320
OK,Ripley School District No. 1-3,227722,Ripley School District I-3,4025950
OK,Roff Independent School District No. 1-37,147543,Roff School District I-37,4026280
OK,Rush Springs Independent School District No. 68,147556,Rush Springs School District I-68,4026550
OK,Sand Springs School District No. 1-2,190915,Sand Springs School District Number I-2,4026880
OK,Sapulpa School District No. 1-33,37398,Sapulpa Public School District I-33,4026910
OK,Sasakwa School District No. 1-10,149538,Sasakwa School District I-10,4026940
OK,Savanna School District No. 1-30,170959,Savanna School District No. I-30,4027000
OK,Schulter School District No. 1-006,147570,Schulter School District I-6,4027090
OK,Seiling Independent School District No. 8,147572,Seiling Public Schools I-8,4027240
OK,Seminole School District No. 1-1,190906,Seminole Public School District No. I-1,4027300
OK,Sentinel Independent School District No. 1,147580,Sentinel Public Schools I-1,4027330
OK,Silo School District No. 1-1,147593,Silo Public School District No. I-1,4027640
OK,South Coffeyville School District No. 1-51,282701,South Coffeyville Public School District I-51,4026640
OK,South Oklahoma City Area School District,147600,,NA
OK,Southern Oklahoma Technology Center V-20,65192,,NA
OK,Sovereign Community School District No. J-4,168683,,NA
OK,Sterling School District No. 1-3,148819,Sterling School District I-3,4028590
OK,Stonewall School District No. 1-030,147620,Stonewall School District No. I-030,4028800
OK,Stuart School District No. 1-054,190921,Stuart School District I-54,4029100
OK,Sulphur School District No. 1-1,91100,Sulphur School District I-1,4029160
OK,Tahlequah School District No. 1-035,227943,Tahlequah School District No. I-035,4029380
OK,Talihina School District No. 1-52,147639,Talihina School District I-52,4029400
OK,Tecumseh School District No. 1-92,170960,Tecumseh School District No. I-92,4029610
OK,Temple School District No. 1-101,147645,Temple Public Schools I-101,4029640
OK,Thomas-Fay-Custer Unified Independent School District No. 1-07,147656,Thomas-Fay-Custer Unified School District I-07,4000015
OK,Tipton Independent School District No. 8,147658,Tipton School District I-8,4030030
OK,"Tri-County Interlocal Co-Op, School District K001",46042,,NA
OK,Tulsa Technology Center No. 18,41367,,NA
OK,Tuttle School District No. 1-097,168412,Tuttle School District No. I-097,4030420
OK,Tyrone School District No. 1-53,147686,Tyrone Public School District I-53,4030480
OK,Union City Independent School District No. 57,147689,Union City School District I-57,4030630
OK,Valliant School District No. 1-11,149550,Valliant School District No. I-11,4030870
OK,Verden School District No. 1-099,147701,Verden School District I-99,4031080
OK,Verdigris School District No. 1-8,227742,Verdigris School District No. I-8,4031110
OK,Vici Independent School District No. 5,147705,Vici School District I-5,4031170
OK,Vinita School District No. 1-65,190931,Vinita School District No. I-65,4031290
OK,Walters School District No. 1-001,147714,Walters School District No. I-001,4031470
OK,Watonga Independent School District No. 42,37368,Watonga Public Schools I-42,4031770
OK,Wayne Independent School District No. 10,147727,Wayne Public Schools I-10,4032010
OK,Waynoka School District No. 1-3,147728,Waynoka School District I-3,4032040
OK,Weatherford Independent School District No. 26,37400,Weatherford School District I-26,4032070
OK,Welch School District No. 1-17,147731,Welch School District I-17,4032190
OK,Weleetka School District No. 1-31,147732,Weleetka School District No. I-31,4032220
OK,Wellston School District No. 1-4,147733,Wellston School District No. I-4,4032280
OK,Wetumka School District No. 1-005,1239225,Wetumka School District No. I-5,4032430
OK,Wilson School District No. 1-43,147751,Wilson Public Schools I-43 Carter County,4032880
OK,Woodward District No. 1-1,37507,Woodward School District I-1,4033180
OK,Wynona School District No. 1-30,147765,Wynona School District I-30,4033330
OK,Yarbrough School District No. 1-1,147767,Yarbrough School District I-1,4033390
OK,Zion School District No. C028,65021,,NA
OR,Annex School District No. 29,86249,,NA
OR,Arlington School District No. 3,85692,,NA
OR,Benton County School District 7j,90838,,NA
OR,Blachly School District No. 90,86129,,NA
OR,Burnt River School District No. 30-J,90967,,NA
OR,Center for Advanced Learning,85223,,NA
OR,Clackamas County School District No. 108,90958,,NA
OR,Clackamas Education Service District,164419,,NA
OR,Columbia Gorge Education Service District,153351,,NA
OR,Condon School District No. 25J,85691,Condon School District No. 25 J,4103330
OR,Coos County School District No. 13,90823,,NA
OR,Coos County School District No. 31,85391,,NA
OR,Coos County School District No. 41,85392,,NA
OR,Coos County School District No. 54,228087,,NA
OR,Corbett School District No. 39,190981,,NA
OR,Deschutes County School District 1,37616,,NA
OR,Douglas County School District No. 12,85526,,NA
OR,Douglas County School District No. 19,86943,,NA
OR,Douglas County School District No. 21,85193,,NA
OR,Douglas County School District No. 32,85531,,NA
OR,Douglas County School District No. 34,85532,,NA
OR,Douglas County School District No. 4,90860,,NA
OR,Douglas County School District No. 70,85534,,NA
OR,Douglas Education Service District,190960,,NA
OR,Fossil School District 21j,85664,,NA
OR,Grant County Educational Service District,85722,,NA
OR,Grant County School District 16j,90914,,NA
OR,Grant County School District No. 4,85730,,NA
OR,Harney County Educational Service District Region XVII,164421,,NA
OR,Harney County School District No. 13,85770,,NA
OR,Harney County School District No. 16,85779,,NA
OR,Harney County School District No. 28,85781,,NA
OR,Harney County School District No. 4,85784,,NA
OR,Harney County School District No. 5,85785,,NA
OR,Harney County School District No. 7,85786,,NA
OR,Harper School District No. 66,86253,,NA
OR,High Desert Education Service District,197340,,NA
OR,Huntington School District No. 16J,90820,,NA
OR,Insight School of Oregon Painted Hills,85894,,NA
OR,Intermountain Educational Service District,55430,,NA
OR,Ione School District 2,85902,,NA
OR,Jackson County School District 549c,37631,,NA
OR,Jackson County School District No. 35,85926,,NA
OR,Jackson County School District No. 4,85927,,NA
OR,Jackson County School District No. 5,90887,,NA
OR,Jackson County School District No. 59,85930,,NA
OR,Jackson County School District No. 6,85931,,NA
OR,Jackson County School District No. 9,85558,,NA
OR,Jackson County School District No. 91,85933,,NA
OR,Jackson County School District No. 94,85934,,NA
OR,Jane Goodall Environmental Middle School,85942,,NA
OR,Jefferson County Educational Service District,85953,,NA
OR,Jefferson County School District No. 8,85959,,NA
OR,Lake County Educational Service District,164427,,NA
OR,Lake County School District No. 11,190992,,NA
OR,Lake County School District No. 14,86084,,NA
OR,Lake County School District No. 18,86085,,NA
OR,Lake County School District No. 21,86086,,NA
OR,Lane County School District No. 32,86118,,NA
OR,Lane County School District No. 4j,94017,,NA
OR,Lane Education Service District,86132,,NA
OR,Lane Library District,86134,,NA
OR,Linn-Benton-Lincoln Educational Service District,164429,,NA
OR,Malheur County School District No. 12,90883,,NA
OR,Malheur Educational Service District,164430,,NA
OR,Mckenzie School District No. 68,86311,,NA
OR,Mosier Community School,86419,,NA
OR,Multnomah County School District No. 1J,37671,,NA
OR,Multnomah County School District No. 3,86450,,NA
OR,Multnomah County School District No. 7,197346,,NA
OR,Multnomah Education Service District,164432,,NA
OR,North Central Educational Service District,164433,,NA
OR,North Powder School District,87147,,NA
OR,Northwest Regional Education Service District,164434,,NA
OR,Pine Eagle School District No. 61,86652,,NA
OR,Region 18 Educational Service District,153367,,NA
OR,Sage Community School,86818,,NA
OR,Siletz Valley School,86888,,NA
OR,South Coast Educational Service District,164439,,NA
OR,South Columbia Family School,86926,,NA
OR,South Harney School District No. 33,85783,,NA
OR,Southern Oregon Education Service District,191001,,NA
OR,Springwater Environmental Sciences School,86961,,NA
OR,The Emerson School,190961,,NA
OR,The Lighthouse School,190977,,NA
OR,Umatilla County School District No. 8R,87124,,NA
OR,Union County School District 23,90888,,NA
OR,Union County School District No. 1,87143,,NA
OR,Union County School District No. 11,85890,,NA
OR,Union County School District No. 15,87144,,NA
OR,Union High School District No. 1j,85780,,NA
OR,Wahtonka Community School,190996,,NA
OR,Wallowa School District #12,87209,,NA
OR,Wasco County School District No. 29,90886,,NA
OR,Wheeler County School District No. 1,87300,,NA
OR,Willamette Education Service District,197358,,NA
PA,Appalachia Intermediate Unit 8,60736,,NA
PA,Arin Intermediate Unit 28,38009,,NA
PA,Beaver Valley Intermediate Unit,37872,,NA
PA,Berks Career and Technology Center,95696,,NA
PA,Berks County Intermediate Unit,400715,,NA
PA,Blast Intermediate Unit 17,38074,,NA
PA,Bucks County Intermediate Unit 22,151326,,NA
PA,Bucks County Technical High School,42507,,NA
PA,Capital Area Intermediate Unit,37958,,NA
PA,Carbon Lehigh Intermediate Unit 21,38055,,NA
PA,Career Technology Center of Lackawanna County,87518,,NA
PA,Central Susquehanna Intermediate Unit No. 16,153402,,NA
PA,Clearfield County Career and Technology Center,37948,,NA
PA,Colonial Intermediate Unit 20,38112,,NA
PA,Dauphin County Technical School,37966,,NA
PA,Delaware County Technical Schools,197364,,NA
PA,Delaware Intermediate Unit County,151348,,NA
PA,Eastern Center for Arts and Technology,38103,,NA
PA,Greater Altoona Career and Technology Center,37893,,NA
PA,Greater Johnstown Area Vocational Technical School,37923,,NA
PA,Indiana County Technology Center,38008,,NA
PA,Jefferson County-Dubois Area Vocational Technical School,65034,,NA
PA,Lancaster County Career and Technology Center,41216,,NA
PA,Lancaster-Lebanon Intermediate Unit 13,38038,,NA
PA,Lebanon County Career and Technology Center,38049,,NA
PA,Lehigh Career and Technical Institute,46359,,NA
PA,Lenape Technical School,37862,,NA
PA,Luzerne Intermediate Unit,38066,,NA
PA,Montgomery County Intermediate Unit,151386,,NA
PA,Northeastern Educational Intermediate Unit,38023,,NA
PA,Northeastern School District,38192,,NA
PA,Northwest Tri-County Intermediate Unit,228813,,NA
PA,Pittsburgh-Mount Oliver Intermediate Unit 2,37852,,NA
PA,Riverview Intermediate Unit 6,37940,,NA
PA,School District of the City of York,87500,,NA
PA,Schuylkill Technology Center,38133,,NA
PA,Seneca Highlands Intermediate Unit Nine,42756,,NA
PA,Somerset County Technology Center,55884,,NA
PA,Tuscarora Intermediate Unit 11,38081,,NA
PA,Venango Technology Center,38154,,NA
PA,Wilkes-Barre Area Career and Technical Center,38068,,NA
PA,York County School of Technology,38200,,NA
SC,Clover School District Number Two,45162,,NA
SC,Denmark-Olar School District No. Two of Bamberg County,168833,,NA
SC,Fort Mill School District Four,38374,,NA
SC,Greenwood County School District 51,38343,,NA
SC,Laurens County School District 56,38350,,NA
SC,Rock Hill School District Three,38375,Rock Hill School District 3,4503870
SD,Black Hills Special Services Cooperative,38433,,NA
SD,Canton School District No. 41,1035653,Canton School District 41-1,4610560
SD,Cornbelt Educational Cooperative,65042,,NA
SD,Crazy Horse School,153631,,NA
SD,Little Eagle Grant School,103098,,NA
SD,Redfield School District No. 56,1035654,,NA
SD,South Central Cooperative,54697,,NA
SD,Southeast Area Cooperative,38445,,NA
TN,Alamo City Schools,106528,,NA
TN,Athens City Board of Education,40334,,NA
TN,Bells City School,106569,,NA
TN,Bells City School Board of Education,106570,,NA
TN,Board of Education Town of Greeneville,401769,,NA
TN,Collierville City Schools,106715,,NA
TN,Compass Community Schools,168875,,NA
TN,Crosstown High School,106744,,NA
TN,Explore Community School,106829,,NA
TN,Greeneville-Greene County Center for Technology,106895,,NA
TN,Humboldt Board of Education,106978,,NA
TN,Kenton Special School District,107060,,NA
TN,Lenoir City Schools,107101,,NA
TN,Lexington City School System,107110,,NA
TN,Little Tennessee Valley Educational Cooperative,198024,,NA
TN,Metropolitan Nashville Public Schools,107203,,NA
TN,Millington Municipal Schools Internal School Funds,107215,,NA
TN,Oak Ridge City School fund,107280,,NA
TN,Perea Elementary School,107307,,NA
TN,Robertson County Schools,401793,,NA
TN,Shelby County Schools,107431,,NA
TN,Tennessee School Boards Unemployment Compensation Trust,107402,,NA
TN,The Franklin County School Department,151433,,NA
TN,Union City Schools,107534,,NA
TN,Z--Cart Test,191336,,NA
TX,Ector Independent School District,163559,,NA
TX,Education Service Center Region 10,45474,,NA
TX,Education Service Center Region 11,40486,,NA
TX,Education Service Center Region XIV,40358,,NA
TX,Education Service Center Region XV,40219,,NA
TX,Harris County Department of Education,40864,,NA
TX,Higgins Independent School District,163651,,NA
TX,Region 16 Education Service Center,39146,,NA
TX,Region 17 Education Service Center,40357,,NA
TX,Region 18 Education Service Center,41696,,NA
TX,Region 19 Education Service Center,38927,,NA
TX,Region 9 Education Service Center,39246,,NA
TX,Region III Education Service Center,39230,,NA
TX,Region VII Education Service Center,41686,,NA
TX,Region VIII Education Service Center,39207,,NA
TX,Terrell County Independent School District,164100,Terrell Independent School District,4842450
UT,Bridge Elementary,169058,,NA
UT,Central Utah Educational Services,102367,,NA
UT,Medical School Campus PID,197631,,NA
UT,Northeastern Utah Educational Services,102418,,NA
UT,Salt Lake City Open Classroom,197633,,NA
UT,The Winter Sports School in Park City,102449,,NA
UT,Uintah River High School,102455,,NA
UT,Walden School of Liberal Arts,102465,,NA
VT,Barre Unified Union School District No. 97,197885,Barre Unified Union School District #97,5000445
VT,Bennington-Rutland Supervisory Union,39364,,NA
VT,Caledonia Central Supervisory Union,44828,,NA
VT,Franklin Northeast Supervisory Union,43329,,NA
VT,Franklin West Supervisory Union,39373,,NA
VT,Grand Isle Supervisory Union,39374,,NA
VT,Lamoille North Supervisory Union,39375,,NA
VT,North Country Supervisory Union,39378,North Country Supervisory Union,5099931
VT,Orange East Supervisory Union,39376,,NA
VT,Orange Southwest School District,59303,Orange Southwest Unified District,5000400
VT,Orleans Central Supervisory Union,39377,,NA
VT,Orleans Southwest Supervisory Union,39379,,NA
VT,Rutland Northeast Supervisory Union,39382,Rutland Town School District,5007080
VT,St. Johnsbury School District,94032,St Johnsbury Town School District,5007650
VT,Two Rivers Supervisory Union,57407,,NA
VT,Windham Central Supervisory Union,39386,,NA
VT,Windham Northeast Supervisory Union,39387,,NA
VT,Windham Southeast School District,169242,,NA
VT,Windham Southeast Supervisory Union,39388,,NA
VT,Windham Southwest Supervisory Union,46659,,NA
VT,Windsor Central Supervisory Union,48634,,NA
VT,Windsor Southeast Supervisory Union,39390,,NA
WA,North Central Educational Service District No. 171,48842,,NA
WA,Olympic Educational Service District No. 114,39652,,NA
WA,United Schools Insurance Program,89386,,NA
WI,Kenosha Unified School District,39994,Kenosha Unified School District No.1,5507320
WV,Southern Educational Services Cooperative,66409,,NA
WY,Big Horn County School District No. 2,40142,Big Horn County School District Number 2,5601460