state.abb,state.name,id_22,geo_id,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,population_22,urban_pop_22,pct_urban_pop_22,median_hh_income_21_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,state.abb_20,id_20,year_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,population_20,urban_pop_20,pct_urban_pop_20,median_hh_income_21_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,total_liabilities_growth,current_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth,modified_revenues_growth,2022,id,partisan_lean,pct_urban_pop_22_normalized,median_hh_income_normalized
MO,Missouri,148599,29,2022,Missouri,General Purpose,20075010000,5126640000,57445965000,22741111000,198906000,33533714000,38527813000,-1667558,6154920,4275663,69.4674806938782,61815,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/State%20of%20Missouri/MO%20State%20of%20Missouri%202022.pdf,-132541000,6458736000,3177080000,0.3494590090008933,MO,148599,2020,General Purpose,19395710000,3812318000,47374256000,0,195681000,31416824000,32418542000,-7300465,6154920,4275663,69.4674806938782,61815,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/State%20of%20Missouri/MO%20State%20of%20Missouri%202020.pdf,-2810600000,7102432000,2966040000,0.40941455629403445,3.5023208740489524,0.3447566546127579,6.73807766182858,0.0711521085352861,-9.063036435970101,0.1884499000602803,0.21259877938769106,-0.1464421486032415,0.9528424535686331,-20.98018,29,-20.98018,8.101063355082317,-18.62669058122061
MT,Montana,64951,30,2022,Montana,General Purpose,4907686000,2097687000,18193420000,6940337000,110898000,8019855000,9695767000,0,1084197,579177,53.4185247527035,63357,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MT/State%20of%20Montana/MT%20State%20of%20Montana%202022.pdf,-421775000,1867384000,120548000,0.26975060214077395,MT,64951,2020,General Purpose,5140282000,2176914000,14971791000,0,111510000,7651126000,8213225000,-343398000,1084197,579177,53.4185247527035,63357,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MT/State%20of%20Montana/MT%20State%20of%20Montana%202020.pdf,-1614815000,2215027000,46410000,0.3433311351995229,-4.524965750906274,-0.03639418001813576,4.81927758084235,1.5974574445162681,-15.694752253584268,0.18050668281947713,0.2151799340506423,-0.21431360431668534,0.7388090895861136,-19.90665,30,-19.90665,-19.04698704946586,-14.889233603179989
NE,Nebraska,35432,31,2022,Nebraska,General Purpose,4658981000,3931094000,24270224000,4168064000,144018000,11734710000,13311159000,3359612000,1961489,1432003,73.005357113725,66949,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/State%20of%20Nebraska/NE%20State%20of%20Nebraska%202022.pdf,-2354645000,-533298000,24606000,0.19196283478883425,NE,35432,2020,General Purpose,3728215000,2771920000,18858875000,0,135694000,10762105000,11108805000,1017701000,1961489,1432003,73.005357113725,66949,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/State%20of%20Nebraska/NE%20State%20of%20Nebraska%202020.pdf,-2425220000,254485000,14816000,0.19769021216801108,24.96545934180298,0.4181845074893936,9.03731193851017,0.6607721382289417,-309.559698999941,0.1982530074116883,0.2869391201755142,-0.028971476717872636,0.029100452742431615,-24.75097,31,-24.75097,14.085654983541431,-6.183043288574339
NV,Nevada,35504,32,2022,Nevada,General Purpose,11951377000,5596195000,25409855000,11184236000,117552000,18913683000,21329663000,-492488000,3104624,2921203,94.0923090599991,66194,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/State%20of%20Nevada/NV%20State%20of%20Nevada%202022.pdf,-3180215000,1517054000,912584000,0.47034416371128446,NV,35504,2020,General Purpose,10676834000,4013010000,21296697000,0,118600000,17155807000,16771174000,0,3104624,2921203,94.0923090599991,66194,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/State%20of%20Nevada/NV%20State%20of%20Nevada%202020.pdf,-4397643000,2290134000,810288000,0.5013375548330335,11.93746198545374,0.39451309615475666,10.246536347721795,0.12624647039077463,-33.756976665994216,0.2718050030367582,0.19313595906445022,-0.06182140321020074,0.276836478086102,-2.59005,32,-2.59005,49.75586533330157,-8.012991419845847
NH,New Hampshire,35545,33,2022,New Hampshire,General Purpose,6359392000,1850146000,9970800000,3959191000,99027000,8466999000,9714109000,-1643056000,1377518,803420,58.323273049061,88268,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NH/State%20of%20New%20Hampshire/NH%20State%20of%20New%20Hampshire%202022.pdf,-603036000,850545000,2022441000,0.6378015806153969,NH,35545,2020,General Purpose,6048361000,1671862000,8307536000,0,106978000,8845705000,8682854000,-2992914000,1377518,803420,58.323273049061,88268,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NH/State%20of%20New%20Hampshire/NH%20State%20of%20New%20Hampshire%202020.pdf,-1834713000,941421000,1793348000,0.7280571519641925,5.142401387747855,0.10663798806360812,-4.281241574300748,0.12774598125963282,-9.653067012526808,0.11876912821521587,0.2002114706454477,-0.12396770103184777,0.6713186204054803,0.5663683,33,0.5663683,-10.750225910660646,45.48935963934268
NJ,New Jersey,40624,34,2022,New Jersey,General Purpose,224574201619,12009053193,75792318349,43336250589,627200000,82409829204,97350659517,-204246015529,9289031,8708779,93.7537369493403,89227,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/State%20of%20New%20Jersey/NJ%20State%20of%20New%20Jersey%202022.pdf,2931777120,75073670300,88854449562,2.963020613578619,NJ,40624,2020,General Purpose,213903087870,7930629785,54675275295,0,491700000,75507590895,73616040355,-216321336700,9289031,8708779,93.7537369493403,89227,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/State%20of%20New%20Jersey/NJ%20State%20of%20New%20Jersey%202020.pdf,-9822180325,90811867346,65491562252,3.9122452830074956,4.9887609642575095,0.5142622362367657,9.141118432182765,0.35673125677020384,-17.33055106777652,0.32241097249382206,0.386226551948082,-0.24262913001691214,1.2984853691331513,11.34622,34,11.34622,49.1831444186558,47.81375733191139
NM,New Mexico,82166,35,2022,New Mexico,General Purpose,16422831000,4767930000,65514848000,21422569000,205063000,25736568000,31553149000,-5874499000,2117527,1578552,74.5471357558505,54304,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/State%20of%20New%20Mexico/NM%20State%20of%20New%20Mexico%202022.pdf,1048651000,4995027000,1179892000,0.2506734198635399,NM,82166,2020,General Purpose,14617951000,3134067000,47762954000,12259898000,182688000,21701968000,23558395000,0,2117527,1578552,74.5471357558505,54304,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/State%20of%20New%20Mexico/NM%20State%20of%20New%20Mexico%202020.pdf,-1277640000,5598463000,1159319000,0.30605207123495753,12.347010877242646,0.5213235709383367,18.590940692567607,0.017745762814203855,-10.778601198221727,0.33935902679278446,0.37166658494363647,-0.18094519389448335,1.820771891925738,7.150143,35,7.150143,16.693692817435277,-36.831644771923024
NY,New York,42220,36,2022,New York,General Purpose,245485000000,81459000000,260647000000,43768000000,1752000000,278723000000,298881000000,0,20201230,17665166,87.4459099038876,74230,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/State%20of%20New%20York/NY%20State%20of%20New%20York%202022.pdf,-61301000000,513000000,67712000000,0.9418293707581519,NY,42220,2020,General Purpose,188872000000,42103000000,177327000000,0,1358000000,191143000000,189989000000,0,20201230,17665166,87.4459099038876,74230,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/State%20of%20New%20York/NY%20State%20of%20New%20York%202020.pdf,-43257000000,4222000000,66005000000,1.0651057086625275,29.974268287517475,0.9347552430943163,45.819098789911216,0.025861677145670784,-87.84936049265751,0.5731489717825768,0.4698664050031862,-0.1157409418631095,-0.4171347989920706,19.90219,36,19.90219,38.512967043828525,11.464443259489066
NC,North Carolina,40620,37,2022,North Carolina,General Purpose,31504536000,12160266000,109276007000,39435502000,598458000,68227210000,79555030000,0,10439414,6964727,66.7158553738974,61997,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/State%20of%20North%20Carolina/NC%20State%20of%20North%20Carolina%202022.pdf,-832446000,1471285000,6394259000,0.28830240841431914,NC,40620,2020,General Purpose,29040557000,9927529000,85957987000,0,619350000,57168095000,59639395000,-691590000,10439414,6964727,66.7158553738974,61997,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/State%20of%20North%20Carolina/NC%20State%20of%20North%20Carolina%202020.pdf,-7456229000,2660223000,6121923000,0.33784594094787257,8.484613432173495,0.22490359887138078,19.344907329866423,0.04448536840466631,-44.693170459769725,0.33393422250510757,0.2712722902643125,-0.14664533898069732,0.8883556285623738,-4.815506,37,-4.815506,3.4464762806908595,-18.18556401182801
ND,North Dakota,1241002,38,2022,North Dakota,General Purpose,9629813391,5106600721,40117070762,6023232465,91822000,9571845154,10069386442,0,779091,474989,60.9668409716928,67603,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ND/State%20of%20North%20Dakota/ND%20State%20of%20North%20Dakota%202022.pdf,-4609059433,503250082,28401715,0.2400427849812411,ND,1241002,2020,General Purpose,8078745996,2831570421,34196932678,0,0,8356617731,9740177279,11530316125,779091,474989,60.9668409716928,67603,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ND/State%20of%20North%20Dakota/ND%20State%20of%20North%20Dakota%202020.pdf,-1448010873,856413328,40443754,0.23624183116274988,19.199358362894124,0.8034517817842398,14.542096600780841,-0.29774780550786656,-41.23747663114369,0.0337990935452254,0.17311897940509202,0.01608924973102114,-2.183028193324899,-37.06978,38,-37.06978,-6.278426282416312,-4.597896165592132
OH,Ohio,36835,39,2022,Ohio,General Purpose,53399275000,17360425000,96693208000,41886308000,626690000,84391716000,92740138000,1104765000,11799374,9001099,76.2840685428674,62286,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/State%20of%20Ohio/OH%20State%20of%20Ohio%202022.pdf,-9012003000,2121734000,-285941000,0.5522546630162483,OH,36835,2020,General Purpose,55081480000,11508828000,83340781000,0,561516000,79045522000,79125001000,0,11799374,9001099,76.2840685428674,62286,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/State%20of%20Ohio/OH%20State%20of%20Ohio%202020.pdf,-11429349000,4601354000,-2669591000,0.6609186923746251,-3.0540301386237263,0.5084442134333748,6.763436896526535,0.8928895849588945,-53.8889205220898,0.17207123953148512,0.1602148052824223,-0.16441361185890527,0.21150338483845404,-12.10644,39,-12.10644,19.63184898311266,-17.485093799990302
OK,Oklahoma,37320,40,2022,Oklahoma,General Purpose,9140042000,5139232000,38667150000,17033001000,190316000,26823206000,30489530000,8800425000,3959346,2558611,64.6219470706451,55829,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OK/State%20of%20Oklahoma/OK%20State%20of%20Oklahoma%202022.pdf,-1472908000,-1012092000,53172000,0.2363774418337012,OK,37320,2020,General Purpose,7276923000,4097748000,29968762000,0,177538000,22793625000,23510595000,0,3959346,2558611,64.6219470706451,55829,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OK/State%20of%20Oklahoma/OK%20State%20of%20Oklahoma%202020.pdf,-3380778000,282728000,120911000,0.24281693718279054,25.603115492633354,0.2541600898835165,17.678543891109904,-0.5602385225496439,-457.97374154664556,0.29684212585857567,0.2902484927472146,-0.026519959537426058,0.5643286841076226,-36.86855,40,-36.86855,-0.09553158371819137,-33.1353919239905
OR,Oregon,37525,41,2022,Oregon,General Purpose,23903290000,3434804000,52967190000,27554509000,343425000,42044408000,47148999000,0,4237291,3410984,80.4998329107328,71441,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OR/State%20of%20Oregon/OR%20State%20of%20Oregon%202022.pdf,1669787000,2894714000,-32251000,0.45128484256008294,OR,37525,2020,General Purpose,24144226000,5709342000,43587406000,0,298326000,35844029000,35294208000,0,4237291,3410984,80.4998329107328,71441,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OR/State%20of%20Oregon/OR%20State%20of%20Oregon%202020.pdf,-6259163000,3852015000,83701000,0.5539266548690693,-0.9979031839745038,-0.39838881608423526,17.29822001873729,-1.385312003440819,-24.851954107136134,0.33588488513469406,0.2151948202652849,-0.18529856147335544,1.2667748067912594,10.60454,41,10.60454,26.763140512107356,4.704542149401327
PA,Pennsylvania,37697,42,2022,Pennsylvania,General Purpose,76883947000,20465022000,98197157000,44944395000,962177000,108003747000,124984855000,0,13002689,9941070,76.4538903458512,68931,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/PA/Commonwealth%20of%20Pennsylvania/PA%20Commonwealth%20of%20Pennsylvania%202022.pdf,-3483914000,12550399000,19492810000,0.7829549179310762,PA,37697,2020,General Purpose,79810308000,24454368000,80321348000,0,868402000,110869726000,109336712000,-49408849000,13002689,9941070,76.4538903458512,68931,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/PA/Commonwealth%20of%20Pennsylvania/PA%20Commonwealth%20of%20Pennsylvania%202020.pdf,-25987382000,15342810000,17054721000,0.9936375569792479,-3.6666454162788096,-0.16313429159158804,-2.5849969179142738,0.14295683875450088,-18.200127616779454,0.1431188364252256,0.22255364787951518,-0.21203167852135832,0.8659382464920861,-2.96776,42,-2.96776,19.919115699034506,-1.3791264724417118
RI,Rhode Island,38202,44,2022,Rhode Island,General Purpose,8946041000,2535018000,10912345000,5425541000,98630000,11750228000,12991181000,-4510563000,1097371,999191,91.0524987265111,73324,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/RI/State%20of%20Rhode%20Island/RI%20State%20of%20Rhode%20Island%202022.pdf,-1294065000,2830352000,192974000,0.8198092160759214,RI,38202,2020,General Purpose,9830412000,2218816000,8970164000,0,91960000,10307636000,10232146000,0,1097371,999191,91.0524987265111,73324,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/RI/State%20of%20Rhode%20Island/RI%20State%20of%20Rhode%20Island%202020.pdf,-2294306000,3673476000,418509000,1.0959010336934754,-8.99627604621251,0.14250933831376733,13.995371974718548,-0.5389011944784939,-22.951667575887253,0.2696438264270271,0.2165156623669311,-0.2519313415437266,0.4359666931961125,23.66751,44,23.66751,44.61379101667421,9.268505501963254
SC,South Carolina,38235,45,2022,South Carolina,General Purpose,18760755000,7784270000,48202033000,16641514000,215644000,32988241000,38147313000,-827664000,5118429,3477869,67.948030888408,59447,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SC/State%20of%20South%20Carolina/SC%20State%20of%20South%20Carolina%202022.pdf,-2625198000,3671799000,4178946000,0.389210865857048,SC,38235,2020,General Purpose,15642105000,5251471000,39092758000,0,211882000,29178232000,31800560000,0,5118429,3477869,67.948030888408,59447,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SC/State%20of%20South%20Carolina/SC%20State%20of%20South%20Carolina%202020.pdf,-2629143000,4024660000,3135126000,0.4001279469716616,19.93753398279835,0.48230276811963735,13.057710282103452,0.33294355633553485,-8.767473525713973,0.19957991305813483,0.23301694395672978,-0.027283975531423643,0.001500488942594602,-18.26597,45,-18.26597,5.530796475586683,-24.366183528043045
SD,South Dakota,38382,46,2022,South Dakota,General Purpose,2352102000,1518793000,10918634000,4488178000,72189000,5464720000,5795476000,1924385000,886677,507347,57.2195649550508,66843,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SD/State%20of%20South%20Dakota/SD%20State%20of%20South%20Dakota%202022.pdf,-1188037000,-156577000,0,0.215420903384068,SD,38382,2020,General Purpose,2421365000,1637259000,9716432000,0,99061000,4629531000,5001397000,0,886677,507347,57.2195649550508,66843,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SD/State%20of%20South%20Dakota/SD%20State%20of%20South%20Dakota%202020.pdf,-1265393000,-2196000,0,0.249203102538051,-2.8604939775705027,-0.07235629793453571,18.0404667341033,0,-7030.100182149363,0.1587714392598708,0.12372875145938345,-0.1355609091938363,0.06113199614665167,-32.0032,46,-32.0032,-12.617233526478401,-6.439963158660142
TN,Tennessee,38453,47,2022,Tennessee,General Purpose,11804020000,7597871000,65840759000,28858494000,349798000,39696980000,47122100000,0,6910786,4577282,66.2333667108485,59698,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/State%20of%20Tennessee/TN%20State%20of%20Tennessee%202022.pdf,-172751000,-488630000,1176636000,0.17928134759199846,TN,38453,2020,General Purpose,9697381000,4732523000,50608538000,0,325088000,37393093000,39355553000,0,6910786,4577282,66.2333667108485,59698,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/State%20of%20Tennessee/TN%20State%20of%20Tennessee%202020.pdf,-2770063000,960220000,1272523000,0.191615513572038,21.723793259231538,0.605458864119625,6.161263525325386,-0.07535187969097612,-150.8872966611818,0.19734310428823093,0.3009812494484626,-0.06436934959027987,0.9376364364276192,-29.205,47,-29.205,2.63030938534353,-23.757816665858744
TX,Texas,38611,48,2022,Texas,General Purpose,221174854000,41312562000,475449878000,114839703000,2168494000,200863596000,247834996000,-70068108000,29145428,24400697,83.7202752191118,66959,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/State%20of%20Texas/TX%20State%20of%20Texas%202022.pdf,5658838000,30883865000,77666435000,0.465190684095622,TX,38611,2020,General Purpose,250250365000,36689788000,380361621000,0,2035843000,198789968000,199988664000,0,29145428,24400697,83.7202752191118,66959,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/State%20of%20Texas/TX%20State%20of%20Texas%202020.pdf,-35491092000,67084585000,76983152000,0.6579274858017287,-11.61856886802143,0.12599620363028535,1.043125073595263,0.008875747254412238,-53.9627993524891,0.23924522041909335,0.24999435208527518,-0.2929453562367044,1.1594438965135252,-12.90278,48,-12.90278,32.210767786633525,-6.158805564981336
UT,Utah,39282,49,2022,Utah,General Purpose,6450339000,3096536000,46134874000,16867918000,231060000,18788083000,24377685000,0,3271614,2937303,89.7814107768149,79449,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/UT/State%20of%20Utah/UT%20State%20of%20Utah%202022.pdf,2493066000,-287085000,1659000,0.13981481774503166,UT,39282,2020,General Purpose,8052895000,2472354000,36807368000,0,210811000,16189477000,17241722000,2885425000,3271614,2937303,89.7814107768149,79449,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/UT/State%20of%20Utah/UT%20State%20of%20Utah%202020.pdf,-1420109000,730772000,18760000,0.2187848639435452,-19.90037123295411,0.252464655142427,16.051204124753383,-0.9115671641791044,-139.28516691936744,0.4138776277682705,0.2534140990466909,-0.3609483982351303,2.7555455250266,-26.28323,49,-26.28323,42.46364742768006,24.114111202675844
VT,Vermont,39343,50,2022,Vermont,General Purpose,7965341237,1870596466,7833710631,3855588836,47957346,7972305295,8614197245,0,643085,225850,35.1202111100226,72415,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VT/State%20of%20Vermont/VT%20State%20of%20Vermont%202022.pdf,-1228704516,2512066064,2738757616,1.016803097816647,VT,39343,2020,General Purpose,7263223731,1806660294,6660063394,0,42012068,7420747690,7162262953,-3992919322,643085,225850,35.1202111100226,72415,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VT/State%20of%20Vermont/VT%20State%20of%20Vermont%202020.pdf,-2065145031,2387778363,2237128790,1.0905637531233385,9.666747604143161,0.035389149920621435,7.432641939076627,0.2242288545220501,5.205160701927342,0.20272004833218807,0.17622163147235653,-0.06763534465128108,0.4050274931998226,27.77973,50,27.77973,-50,7.065296427359549
VA,Virginia,39392,51,2022,Virginia,General Purpose,35033174000,16777683000,83380609000,28736022000,347462000,64922221000,73504448000,0,8631384,6528313,75.6345238827615,80926,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Commonwealth%20of%20Virginia/VA%20Commonwealth%20of%20Virginia%202022.pdf,-8195456000,2823571000,1063130000,0.4201597280250136,VA,39392,2020,General Purpose,26563639000,8847384000,62882563000,0,338027000,53696012000,58156929000,0,8631384,6528313,75.6345238827615,80926,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Commonwealth%20of%20Virginia/VA%20Commonwealth%20of%20Virginia%202020.pdf,-4386467000,4559932000,1255256000,0.42243251121936615,31.88394105190181,0.8963439362414924,20.906969776451927,-0.15305722498040242,-38.07865994492901,0.2638983740011444,0.32597344990534183,-0.005380227927514544,-0.8683500867554685,3.601613,51,3.601613,18.53309394651123,27.694022977361968
WA,Washington,39528,53,2022,Washington,General Purpose,94852592000,12559167000,133313411000,45683717000,988504000,80919363000,82670407000,0,7705247,6424035,83.3718458807667,84155,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/State%20of%20Washington/WA%20State%20of%20Washington%202022.pdf,-10808123000,-9922650000,6467340000,0.7115007506634122,WA,39528,2020,General Purpose,84090857000,9561046000,110548541000,0,910960000,74240928000,72609544000,0,7705247,6424035,83.3718458807667,84155,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/State%20of%20Washington/WA%20State%20of%20Washington%202020.pdf,-11192430000,3338862000,5799742000,0.7606690802007057,12.797746846604262,0.31357667351459245,8.995624354264537,0.11510822377960951,-397.18658632791653,0.13856116490691636,0.20592646265679798,-0.0646382649394927,0.034336332682000245,12.43839,53,12.43839,31.621372608873216,35.52038392554171
WV,West Virginia,39745,54,2022,West Virginia,General Purpose,10321618000,750098000,25608674000,12526066000,94842000,16243713000,18927626000,744330000,1793755,800857,44.647926427595,51122,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WV/State%20of%20West%20Virginia/WV%20State%20of%20West%20Virginia%202022.pdf,1933815000,749536000,-18945000,0.40305163789425413,WV,39745,2020,General Purpose,13162213000,463785000,22067965000,0,93744000,14668039000,14506334000,0,1793755,800857,44.647926427595,51122,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WV/State%20of%20West%20Virginia/WV%20State%20of%20West%20Virginia%202020.pdf,-625490000,2901259000,1067763000,0.5964398167207534,-21.58143923062178,0.6173399312181291,10.742226687561985,-1.0177427013297895,-74.16514692414569,0.30478355179192756,0.16044565051648396,-0.32423753982380676,4.091680122783737,-35.57757,54,-35.57757,-33.88313254583533,-44.54408841921567
WI,Wisconsin,39818,55,2022,Wisconsin,General Purpose,28179045000,9503899000,65787156000,26468106000,2741890000,46518632000,52248197000,-2812180000,5893725,3953691,67.0831383517162,67150,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WI/State%20of%20Wisconsin/WI%20State%20of%20Wisconsin%202022.pdf,-3774334000,-2293688000,1181238000,0.4283365737834905,WI,39818,2020,General Purpose,28548691000,10066495000,56779826000,0,2593896000,42320767000,44293015000,-7682356000,5893725,3953691,67.0831383517162,67150,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WI/State%20of%20Wisconsin/WI%20State%20of%20Wisconsin%202020.pdf,-8094247000,-895288646,1073310646,0.5027963805313528,-1.2947914144294743,-0.05588797292404159,9.919160964166835,0.10055556087347335,-156.19536338898237,0.17960353342394958,0.15863609726454603,-0.14809137382646534,0.5337016525440847,-3.839976,55,-3.839976,4.067763848000837,-5.695865044355038
WY,Wyoming,40122,56,2022,Wyoming,General Purpose,10722590497,7412305944,33353716015,31462321705,60546496,4931335715,4565888495,0,576837,357750,62.017748083994,66508,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WY/State%20of%20Wyoming/WY%20State%20of%20Wyoming%202022.pdf,-7777753164,343209946,513331130,0.3214811354806098,WY,40122,2020,General Purpose,10270669870,7145725573,30601334531,0,68787262,4726734280,4701674995,0,576837,357750,62.017748083994,66508,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WY/State%20of%20Wyoming/WY%20State%20of%20Wyoming%202020.pdf,-7170784858,463995694,381732888,0.3356281687517754,4.400108588048698,0.037306270479693385,4.32860031641127,0.34473907315001895,-26.03165278512261,-0.028880452209989475,0.08994318470692059,-0.04215091159892635,-0.08464461255211737,-49.86651,56,-49.86651,-4.500735611457749,-7.251926899025648
